keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
maritime-freight,22,0.37,0.21,0.50,0.97
maritime-logistics,35,-0.17,0.47,0.60,0.88
maritime-trade,35,-0.17,0.47,0.51,0.99
maritime-transport,35,-0.17,0.47,0.67,0.88
maritime-transportation,35,-0.17,0.47,0.66,0.85
marked-slowdown,6,-0.14,0.54,0.60,0.91
marker,12,-0.15,0.52,0.55,0.93
market,10,-0.19,0.51,0.59,0.95
market-access,19,-0.17,0.51,0.57,0.93
market-closure,39,-0.17,0.41,0.53,0.93
market-demand,10,-0.19,0.51,0.54,0.99
market-growth,10,-0.19,0.51,0.65,0.90
marketing,19,-0.17,0.51,0.58,0.94
marketing-collateral,18,-0.20,0.45,0.50,0.93
market-outlook,10,-0.19,0.51,0.52,0.91
market-presence,19,-0.17,0.51,0.53,0.92
market-progress,10,-0.19,0.51,0.55,0.88
market-recovery,6,-0.14,0.54,0.79,0.73
market-region,10,-0.19,0.51,0.56,0.87
market-report,10,-0.19,0.51,0.59,0.89
market-volatility,6,-0.14,0.54,0.57,0.97
marriott,15,-0.18,0.43,0.53,0.99
marriott-hotel,38,-0.14,0.48,0.65,0.83
marsa-alam,24,-0.16,0.46,0.57,0.94
mask,9,-0.15,0.55,0.59,0.90
mass-vaccination,20,-0.14,0.55,0.58,0.89
material,18,-0.20,0.45,0.53,0.96
material-handling,35,-0.17,0.47,0.63,0.89
materials,18,-0.20,0.45,0.52,0.97
materials-industry,10,-0.19,0.51,0.50,0.98
material-transport,35,-0.17,0.47,0.57,0.95
mattala,38,-0.14,0.48,0.54,0.97
maui,38,-0.14,0.48,0.64,0.89
max-air,36,-0.10,0.57,0.66,0.83
max-aircraft,36,-0.10,0.57,0.65,0.93
maximise,26,-0.14,0.56,0.57,0.92
maximize,26,-0.14,0.56,0.55,0.94
max-jet,36,-0.10,0.57,0.51,0.96
max-plane,36,-0.10,0.57,0.53,0.93
may,14,-0.13,0.58,0.51,0.90
maybank,15,-0.18,0.43,0.52,0.88
mayhem,7,-0.19,0.45,0.52,0.90
may-holiday,39,-0.17,0.41,0.58,0.84
mbd,27,-0.19,0.54,0.57,0.92
mbda,15,-0.18,0.43,0.57,0.88
mcdonald,31,-0.17,0.48,0.57,0.89
mcia,22,0.37,0.21,0.54,0.89
meal,9,-0.15,0.55,0.64,0.96
mean,26,-0.14,0.56,0.51,0.95
meaningful,21,-0.18,0.50,0.55,0.94
measurement,4,-0.17,0.43,0.62,0.99
meat,12,-0.15,0.52,0.54,0.97
meat-consumption,37,-0.11,0.58,0.51,0.93
mechanical,35,-0.17,0.47,0.54,0.99
media-briefing,31,-0.17,0.48,0.55,0.94
medical,35,-0.17,0.47,0.52,0.92
medical-devices,35,-0.17,0.47,0.58,0.93
medical-emergency,5,-0.19,0.44,0.56,0.99
medical-equipment,35,-0.17,0.47,0.55,0.90
medical-evacuation,0,-0.11,0.56,0.53,0.95
medication,9,-0.15,0.55,0.54,0.91
mediterranean,29,-0.12,0.59,0.69,0.85
mediterranean-basin,24,-0.16,0.46,0.60,0.87
medium-haul,36,-0.10,0.57,0.51,0.92
medium-term,6,-0.14,0.54,0.60,0.93
meet,26,-0.14,0.56,0.66,0.82
meggitt,15,-0.18,0.43,0.54,0.91
mekong-delta,24,-0.16,0.46,0.77,0.83
meltdown,7,-0.19,0.45,0.68,0.87
member,31,-0.17,0.48,0.55,0.97
member-state,2,-0.20,0.46,0.51,0.98
men,9,-0.15,0.55,0.56,0.90
mention,26,-0.14,0.56,0.51,0.93
menu,18,-0.20,0.45,0.51,0.99
menzies-aviation,15,-0.18,0.43,0.54,0.98
meps,30,-0.13,0.56,0.58,0.90
merck,15,-0.18,0.43,0.62,0.85
mercy-flight,38,-0.14,0.48,0.51,0.94
meridian,27,-0.19,0.54,0.62,0.90
merimbula,38,-0.14,0.48,0.52,0.97
mess,7,-0.19,0.45,0.52,0.99
message,9,-0.15,0.55,0.52,0.96
messy,32,-0.17,0.52,0.57,0.97
metal,12,-0.15,0.52,0.68,0.86
metallic,12,-0.15,0.52,0.66,0.85
metallurgy,35,-0.17,0.47,0.51,0.90
metals,35,-0.17,0.47,0.51,0.98
method,18,-0.20,0.45,0.65,0.93
methodology,18,-0.20,0.45,0.51,0.94
metric-ton,13,-0.20,0.50,0.56,0.88
metric-tonne,13,-0.20,0.50,0.50,0.97
metro,38,-0.14,0.48,0.62,0.99
metro-line,38,-0.14,0.48,0.55,0.98
metrolink,17,-0.17,0.48,0.57,0.96
metro-manila,24,-0.16,0.46,0.57,0.95
metropolis,29,-0.12,0.59,0.63,0.99
metropolitan,24,-0.16,0.46,0.55,0.94
metropolitan-region,24,-0.16,0.46,0.59,0.84
mex,38,-0.14,0.48,0.54,0.96
mexican,30,-0.13,0.56,0.62,0.86
mexican-airline,36,-0.10,0.57,0.60,0.85
mgm,15,-0.18,0.43,0.54,0.94
mhz,27,-0.19,0.54,0.64,0.86
mi-8-helicopter,0,-0.11,0.56,0.51,0.92
mice-industry,24,-0.16,0.46,0.52,0.96
michael,31,-0.17,0.48,0.63,0.88
micheál-martin,31,-0.17,0.48,0.55,0.94
microelectronics,35,-0.17,0.47,0.56,0.93
microwave,12,-0.15,0.52,0.62,0.88
mid-air,0,-0.11,0.56,0.52,0.98
midair,0,-0.11,0.56,0.52,0.94
midamerica,38,-0.14,0.48,0.53,0.90
middle,29,-0.12,0.59,0.52,0.94
middle-class-population,10,-0.19,0.51,0.57,0.89
middle-seat,17,-0.17,0.48,0.51,0.99
mideast,29,-0.12,0.59,0.55,1.00
mid-flight,0,-0.11,0.56,0.57,0.89
midlands,29,-0.12,0.59,0.58,0.98
midlands-region,24,-0.16,0.46,0.54,0.87
midnight,34,-0.17,0.50,0.51,0.97
mid-west,24,-0.16,0.46,0.57,0.89
midwest,29,-0.12,0.59,0.61,0.88
mig-21s,0,-0.11,0.56,0.60,0.95
migrants,29,-0.12,0.59,0.58,0.92
mildura,38,-0.14,0.48,0.58,0.90
military,30,-0.13,0.56,0.64,0.91
military-aircraft,0,-0.11,0.56,0.68,0.87
military-alliance,30,-0.13,0.56,0.68,0.83
military-aviation,35,-0.17,0.47,0.58,0.96
military-cargo,0,-0.11,0.56,0.61,0.92
military-pilot,5,-0.19,0.44,0.51,0.95
military-transport-aircraft,0,-0.11,0.56,0.64,0.93
military-vehicle,0,-0.11,0.56,0.61,0.90
milling-cutter,12,-0.15,0.52,0.63,0.95
million,13,-0.20,0.50,0.52,0.98
mils,27,-0.19,0.54,0.55,0.95
mindanao,24,-0.16,0.46,0.69,0.83
miniature,12,-0.15,0.52,0.55,0.94
miniaturization,4,-0.17,0.43,0.58,0.94
minimal,28,-0.19,0.48,0.57,0.96
minimize,26,-0.14,0.56,0.55,0.90
mining,35,-0.17,0.47,0.65,0.90
minister,30,-0.13,0.56,0.67,0.94
ministers,30,-0.13,0.56,0.62,0.92
ministry,30,-0.13,0.56,0.52,1.00
ministry-spokesman,30,-0.13,0.56,0.53,0.94
minster,31,-0.17,0.48,0.60,0.97
minute,34,-0.17,0.50,0.54,0.94
miracle,34,-0.17,0.50,0.56,0.94
miscalculation,7,-0.19,0.45,0.55,0.91
misery,7,-0.19,0.45,0.53,0.94
mishap,7,-0.19,0.45,0.55,0.93
misplaced,32,-0.17,0.52,0.53,0.95
missile,0,-0.11,0.56,0.75,0.87
missile-defence,0,-0.11,0.56,0.57,0.89
missing,16,-0.21,0.42,0.51,0.98
mission,19,-0.17,0.51,0.54,0.91
missionary,5,-0.19,0.44,0.57,0.93
mission-critical,21,-0.18,0.50,0.53,0.98
mistake,7,-0.19,0.45,0.51,0.98
misurata,38,-0.14,0.48,0.55,0.97
mitigate,26,-0.14,0.56,0.54,0.91
mna,31,-0.17,0.48,0.64,0.83
mobile,18,-0.20,0.45,0.51,0.98
mobility,19,-0.17,0.51,0.64,0.91
mobility-solution,4,-0.17,0.43,0.59,0.88
mobilize,26,-0.14,0.56,0.62,0.81
mode,12,-0.15,0.52,0.56,1.00
model,18,-0.20,0.45,0.52,0.97
moderate,28,-0.19,0.48,0.54,0.90
moderate-recovery,6,-0.14,0.54,0.62,0.88
modern,19,-0.17,0.51,0.57,0.93
modern-aircraft,0,-0.11,0.56,0.68,0.87
modern-avionics,0,-0.11,0.56,0.70,0.86
modernisation,35,-0.17,0.47,0.56,0.96
modernization,35,-0.17,0.47,0.62,0.99
modernize,26,-0.14,0.56,0.51,0.98
modernized,21,-0.18,0.50,0.50,0.96
modest,13,-0.20,0.50,0.55,1.00
modestly,13,-0.20,0.50,0.54,0.99
modest-recovery,6,-0.14,0.54,0.71,0.86
modi,30,-0.13,0.56,0.70,0.87
modification,2,-0.20,0.46,0.56,0.93
modify,26,-0.14,0.56,0.59,0.87
mofa,31,-0.17,0.48,0.53,0.93
mohamed,31,-0.17,0.48,0.66,0.77
mohammed,31,-0.17,0.48,0.69,0.81
moisture,12,-0.15,0.52,0.73,0.90
mold,12,-0.15,0.52,0.65,0.81
moldovan,30,-0.13,0.56,0.70,0.82
molybdenum-disulfide,12,-0.15,0.52,0.58,0.91
moment,9,-0.15,0.55,0.53,0.97
momentum,6,-0.14,0.54,0.57,0.90
mon,27,-0.19,0.54,0.50,0.90
money,9,-0.15,0.55,0.51,0.96
moneyamount,27,-0.19,0.54,0.54,0.92
monitor,26,-0.14,0.56,0.57,0.88
monsoon,33,-0.03,0.67,0.66,0.90
month,13,-0.20,0.50,0.59,0.97
month-on-month,13,-0.20,0.50,0.68,0.86
month-over-month,13,-0.20,0.50,0.60,0.90
monument,34,-0.17,0.50,0.50,0.98
moon,34,-0.17,0.50,0.57,0.96
morales,31,-0.17,0.48,0.61,0.86
moratorium,2,-0.20,0.46,0.59,0.94
morgan,31,-0.17,0.48,0.51,0.96
morinville,38,-0.14,0.48,0.51,0.86
morning,34,-0.17,0.50,0.56,0.94
morning-flight,17,-0.17,0.48,0.59,0.91
moroccan,30,-0.13,0.56,0.74,0.74
morris,38,-0.14,0.48,0.55,0.94
morrison,31,-0.17,0.48,0.65,0.82
moruya,38,-0.14,0.48,0.56,0.88
mother,9,-0.15,0.55,0.70,0.87
motherland,30,-0.13,0.56,0.51,0.93
motivate,26,-0.14,0.56,0.63,0.81
motor,12,-0.15,0.52,0.64,0.90
motorcycle,9,-0.15,0.55,0.61,0.97
motorist,5,-0.19,0.44,0.63,0.99
motorway,29,-0.12,0.59,0.61,0.91
mount,26,-0.14,0.56,0.59,0.87
mountain,29,-0.12,0.59,0.66,0.93
mount-etna,38,-0.14,0.48,0.52,0.88
mouse,12,-0.15,0.52,0.65,0.90
mouth,9,-0.15,0.55,0.58,0.94
move,26,-0.14,0.56,0.62,0.85
movie,9,-0.15,0.55,0.65,0.99
mps,30,-0.13,0.56,0.56,0.95
mr,31,-0.17,0.48,0.74,0.90
mro,35,-0.17,0.47,0.60,0.90
mr-xi,30,-0.13,0.56,0.65,0.89
ms,31,-0.17,0.48,0.65,0.83
mug,34,-0.17,0.50,0.56,0.97
multi-faceted,19,-0.17,0.51,0.51,0.98
multi-modal,4,-0.17,0.43,0.61,0.87
multimodal,4,-0.17,0.43,0.55,0.92
multimodal-transport,35,-0.17,0.47,0.55,0.99
mum,9,-0.15,0.55,0.63,0.94
municipality,2,-0.20,0.46,0.60,0.90
muscat,38,-0.14,0.48,0.61,0.99
museum,34,-0.17,0.50,0.51,0.96
mushrooming,16,-0.21,0.42,0.50,0.89
music,9,-0.15,0.55,0.56,0.92
mutual-cooperation,24,-0.16,0.46,0.56,0.92
mw,27,-0.19,0.54,0.60,0.86
mykonos,17,-0.17,0.48,0.60,0.94
n,38,-0.14,0.48,0.50,0.97
nadi,38,-0.14,0.48,0.69,0.86
naia,38,-0.14,0.48,0.54,0.88
nano-coating,12,-0.15,0.52,0.60,0.91
nanomaterials,4,-0.17,0.43,0.52,0.99
nanosatellites,0,-0.11,0.56,0.60,0.93
nantucket,38,-0.14,0.48,0.63,0.90
narrow-body,36,-0.10,0.57,0.61,0.99
narrowbody,36,-0.10,0.57,0.66,0.94
narrow-body-aircraft,36,-0.10,0.57,0.62,0.96
nation,29,-0.12,0.59,0.56,0.92
national,30,-0.13,0.56,0.52,0.94
national-air-carrier,36,-0.10,0.57,0.65,0.85
national-airline,36,-0.10,0.57,0.71,0.83
national-airspace,0,-0.11,0.56,0.61,0.86
national-airspace-system,0,-0.11,0.56,0.58,0.90
national-average,13,-0.20,0.50,0.52,0.91
national-carrier,36,-0.10,0.57,0.73,0.86
national-day-holiday,33,-0.03,0.67,0.74,0.83
national-development,19,-0.17,0.51,0.55,0.94
national-flag-carrier,36,-0.10,0.57,0.75,0.81
national-lockdown,20,-0.14,0.55,0.66,0.98
national-territory,24,-0.16,0.46,0.53,0.89
national-tourism,24,-0.16,0.46,0.56,0.89
national-transport,35,-0.17,0.47,0.54,0.94
nationwide-lockdown,20,-0.14,0.55,0.62,0.96
natural-disaster,20,-0.14,0.55,0.55,0.95
natural-gas,37,-0.11,0.58,0.68,0.86
naturally,12,-0.15,0.52,0.52,0.89
natural-resources,35,-0.17,0.47,0.54,0.95
nature-reserve,29,-0.12,0.59,0.65,0.93
naval,0,-0.11,0.56,0.55,0.97
naval-air-station-whidbey-island,38,-0.14,0.48,0.55,0.88
naval-aviation,0,-0.11,0.56,0.65,0.83
naval-vessel,0,-0.11,0.56,0.65,0.87
navigate,26,-0.14,0.56,0.60,0.87
navigation,4,-0.17,0.43,0.56,0.99
navigation-aid,0,-0.11,0.56,0.50,0.97
navigational,0,-0.11,0.56,0.52,0.98
navigational-system,0,-0.11,0.56,0.61,0.96
navigation-system,0,-0.11,0.56,0.60,0.96
navitas,15,-0.18,0.43,0.52,0.89
navy,0,-0.11,0.56,0.57,0.94
naysayer,5,-0.19,0.44,0.51,0.91
nbc,34,-0.17,0.50,0.50,0.98
ncov-outbreak,20,-0.14,0.55,0.62,0.86
ndt,4,-0.17,0.43,0.52,0.94
ne,38,-0.14,0.48,0.56,0.84
nea,15,-0.18,0.43,0.55,0.92
near,29,-0.12,0.59,0.57,0.91
nearby,29,-0.12,0.59,0.54,0.96
near-term,6,-0.14,0.54,0.62,0.93
necessary,14,-0.13,0.58,0.72,0.85
necessary-performance,4,-0.17,0.43,0.53,0.86
necessary-step,23,-0.16,0.52,0.62,0.84
need,14,-0.13,0.58,0.59,0.89
needed,14,-0.13,0.58,0.75,0.79
needing,14,-0.13,0.58,0.54,0.91
negatively,28,-0.19,0.48,0.56,0.88
negotiate,26,-0.14,0.56,0.67,0.81
negros-occidental,24,-0.16,0.46,0.51,0.97
neighbor,9,-0.15,0.55,0.61,0.94
neighboring,29,-0.12,0.59,0.61,0.90
neighbour,9,-0.15,0.55,0.57,0.97
neighbouring,29,-0.12,0.59,0.62,0.92
neom,24,-0.16,0.46,0.57,0.94
nepalese,30,-0.13,0.56,0.65,0.88
nest,12,-0.15,0.52,0.53,0.98
netherlands,24,-0.16,0.46,0.51,0.96
network,19,-0.17,0.51,0.52,1.00
network-development,35,-0.17,0.47,0.54,0.89
networking,19,-0.17,0.51,0.57,0.91
network-services,35,-0.17,0.47,0.50,0.98
neutralize,26,-0.14,0.56,0.58,0.85
newcomer,34,-0.17,0.50,0.51,0.99
newer-aircraft,0,-0.11,0.56,0.57,0.96
newest-airline,36,-0.10,0.57,0.58,0.97
newmont,15,-0.18,0.43,0.54,0.88
next-flight,17,-0.17,0.48,0.61,0.94
next-fortnight,33,-0.03,0.67,0.62,0.89
nextgen,15,-0.18,0.43,0.51,0.91
next-generation,19,-0.17,0.51,0.60,0.92
next-generation-aircraft,0,-0.11,0.56,0.67,0.90
next-morning,34,-0.17,0.50,0.50,0.93
next-step,23,-0.16,0.52,0.51,0.93
next-trip,17,-0.17,0.48,0.57,0.94
ng,31,-0.17,0.48,0.59,0.90
nigerian,30,-0.13,0.56,0.63,0.86
night,34,-0.17,0.50,0.68,0.99
nightclub,34,-0.17,0.50,0.60,0.91
night-flight,0,-0.11,0.56,0.59,0.96
nightmare,7,-0.19,0.45,0.59,0.97
night-train,38,-0.14,0.48,0.58,0.95
nile-basin,24,-0.16,0.46,0.58,0.86
nis,27,-0.19,0.54,0.57,0.86
node,18,-0.20,0.45,0.62,0.92
noi-bai,38,-0.14,0.48,0.50,0.95
noise,12,-0.15,0.52,0.61,0.89
noise-pollution,37,-0.11,0.58,0.53,0.90
noise-reduction,12,-0.15,0.52,0.54,0.99
noisy,16,-0.21,0.42,0.60,0.93
nome,38,-0.14,0.48,0.61,0.86
non-destructive,4,-0.17,0.43,0.58,0.95
non-essential-travel,17,-0.17,0.48,0.61,0.96
nonessential-travel,17,-0.17,0.48,0.59,0.93
non-existent,32,-0.17,0.52,0.53,0.98
non-segregated-airspace,0,-0.11,0.56,0.58,0.94
non-stop-flight,36,-0.10,0.57,0.65,0.99
nonstop-flight,17,-0.17,0.48,0.63,0.99
non-stop-route,36,-0.10,0.57,0.58,0.93
nonstop-route,36,-0.10,0.57,0.59,0.92
nonstop-service,36,-0.10,0.57,0.63,0.97
nordwind,36,-0.10,0.57,0.71,0.93
normal-aircraft,0,-0.11,0.56,0.53,0.91
normal-flight,39,-0.17,0.41,0.57,0.96
normalisation,6,-0.14,0.54,0.60,0.91
normalise,28,-0.19,0.48,0.52,0.99
normalised,28,-0.19,0.48,0.55,0.91
normalize,26,-0.14,0.56,0.59,0.98
normalized,28,-0.19,0.48,0.53,0.93
normal-period,39,-0.17,0.41,0.57,0.90
normal-summer-season,39,-0.17,0.41,0.63,0.89
north,29,-0.12,0.59,0.74,0.79
north-american-market,10,-0.19,0.51,0.61,0.88
north-american-region,10,-0.19,0.51,0.79,0.68
north-atlantic,29,-0.12,0.59,0.67,0.86
north-bengal,24,-0.16,0.46,0.54,0.94
north-east,29,-0.12,0.59,0.67,0.94
northeast,29,-0.12,0.59,0.73,0.79
north-east-region,24,-0.16,0.46,0.72,0.75
northern,29,-0.12,0.59,0.61,0.95
northern-end,38,-0.14,0.48,0.56,0.88
northern-hemisphere,33,-0.03,0.67,0.54,1.00
northernmost,38,-0.14,0.48,0.55,0.99
northern-province,24,-0.16,0.46,0.66,0.86
north-fork,38,-0.14,0.48,0.55,0.88
north-island,29,-0.12,0.59,0.70,0.91
north-pacific,29,-0.12,0.59,0.62,0.98
north-side,38,-0.14,0.48,0.59,0.94
north-west,29,-0.12,0.59,0.64,0.95
northwest,29,-0.12,0.59,0.74,0.81
norwegian,30,-0.13,0.56,0.57,0.99
norwegian-air,36,-0.10,0.57,0.73,0.84
norwegian-air-shuttle,36,-0.10,0.57,0.58,0.89
nose-wheel,0,-0.11,0.56,0.55,0.98
notable,32,-0.17,0.52,0.55,0.90
notable-recovery,6,-0.14,0.54,0.55,0.96
noted,32,-0.17,0.52,0.50,0.90
noteworthy,32,-0.17,0.52,0.52,0.90
noticeable,32,-0.17,0.52,0.62,0.92
notification,18,-0.20,0.45,0.53,1.00
notify,26,-0.14,0.56,0.55,0.87
nov,27,-0.19,0.54,0.54,0.91
nova,15,-0.18,0.43,0.53,1.00
novel-coronavirus,20,-0.14,0.55,0.76,0.76
novel-coronavirus-infection,20,-0.14,0.55,0.63,0.81
novel-coronavirus-outbreak,20,-0.14,0.55,0.74,0.76
novel-coronavirus-pandemic,20,-0.14,0.55,0.72,0.78
novel-coronavirus-pneumonia,20,-0.14,0.55,0.52,0.89
npr,31,-0.17,0.48,0.55,0.91
nsw,29,-0.12,0.59,0.56,0.92
nsw-border,29,-0.12,0.59,0.53,0.97
nuclear-power,37,-0.11,0.58,0.69,0.80
nudge,26,-0.14,0.56,0.59,0.85
nurse,34,-0.17,0.50,0.56,0.99
nur-sultan,24,-0.16,0.46,0.58,0.95
nurture,19,-0.17,0.51,0.53,0.98
ny,38,-0.14,0.48,0.52,0.90
oahu,38,-0.14,0.48,0.59,0.92
oasis,38,-0.14,0.48,0.50,0.91
oblige,26,-0.14,0.56,0.51,0.92
obnoxious,32,-0.17,0.52,0.59,0.93
obrador,30,-0.13,0.56,0.62,0.90
observatory,38,-0.14,0.48,0.57,0.94
observe,26,-0.14,0.56,0.68,0.75
observer,31,-0.17,0.48,0.61,0.99
obstacle,11,-0.18,0.46,0.53,0.93
obstruct,26,-0.14,0.56,0.61,0.82
obtain,26,-0.14,0.56,0.62,0.83
obvious,32,-0.17,0.52,0.78,0.79
occupancy,13,-0.20,0.50,0.54,0.96
occupant,11,-0.18,0.46,0.51,0.96
occupy,26,-0.14,0.56,0.53,0.89
occupying-force,11,-0.18,0.46,0.63,0.84
occur,26,-0.14,0.56,0.51,0.96
ocean,29,-0.12,0.59,0.76,0.79
ocean-shipping,35,-0.17,0.47,0.54,0.92
ocotillo,38,-0.14,0.48,0.55,0.85
oct,27,-0.19,0.54,0.54,0.90
october,33,-0.03,0.67,0.50,0.96
oem,4,-0.17,0.43,0.65,0.94
oems,19,-0.17,0.51,0.53,0.98
off,9,-0.15,0.55,0.51,0.96
off-airport,36,-0.10,0.57,0.53,1.00
offer,26,-0.14,0.56,0.64,0.85
officer,9,-0.15,0.55,0.55,0.95
official,30,-0.13,0.56,0.59,0.95
official-delegation,11,-0.18,0.46,0.55,0.92
official-letter,11,-0.18,0.46,0.58,0.90
official-note,11,-0.18,0.46,0.58,0.85
official-travel,17,-0.17,0.48,0.55,0.88
offload,26,-0.14,0.56,0.53,0.86
offset,28,-0.19,0.48,0.52,0.95
offsets,37,-0.11,0.58,0.56,0.90
offsetting,28,-0.19,0.48,0.51,0.95
o-hare,38,-0.14,0.48,0.65,0.94
oil-consumption,6,-0.14,0.54,0.66,0.89
oil-demand,6,-0.14,0.54,0.71,0.90
oil-gas,35,-0.17,0.47,0.60,0.88
oil-prices,6,-0.14,0.54,0.61,0.96
oil-price-shock,20,-0.14,0.55,0.57,0.96
oil-price-volatility,6,-0.14,0.54,0.57,0.96
oil-refining,35,-0.17,0.47,0.56,0.90
okanagan,29,-0.12,0.59,0.59,0.97
okereke,31,-0.17,0.48,0.53,0.96
oktoberfest,34,-0.17,0.50,0.54,0.99
old,9,-0.15,0.55,0.50,0.99
old-aircraft,0,-0.11,0.56,0.53,0.98
old-airport,38,-0.14,0.48,0.63,0.84
older-aircraft,36,-0.10,0.57,0.51,0.99
o-leary,31,-0.17,0.48,0.58,0.85
olympic-stadium,34,-0.17,0.50,0.54,0.98
omani,30,-0.13,0.56,0.63,0.90
omar,31,-0.17,0.48,0.65,0.80
omicron,20,-0.14,0.55,0.74,0.85
omicron-case,11,-0.18,0.46,0.53,0.88
omicron-coronavirus-variant,20,-0.14,0.55,0.63,0.89
omicron-covid-19-variant,20,-0.14,0.55,0.66,0.81
omicron-outbreak,20,-0.14,0.55,0.72,0.78
omicron-variant,20,-0.14,0.55,0.77,0.83
omicron-wave,20,-0.14,0.55,0.74,0.83
once,9,-0.15,0.55,0.50,0.96
one,9,-0.15,0.55,0.65,0.86
one-click,18,-0.20,0.45,0.54,0.91
o-neill,31,-0.17,0.48,0.66,0.78
one-stop-shop,23,-0.16,0.52,0.52,0.94
one-way-flight,17,-0.17,0.48,0.56,0.94
one-way-travel,17,-0.17,0.48,0.65,0.82
one-way-trip,17,-0.17,0.48,0.59,0.92
oneworld,36,-0.10,0.57,0.59,0.91
oneworld-alliance,36,-0.10,0.57,0.60,0.86
online,18,-0.20,0.45,0.54,0.94
online-booking,17,-0.17,0.48,0.55,0.92
online-shopping,6,-0.14,0.54,0.52,0.92
onshore,35,-0.17,0.47,0.52,0.92
ont,38,-0.14,0.48,0.62,0.86
openness,19,-0.17,0.51,0.52,0.90
open-ticket,11,-0.18,0.46,0.57,0.93
operability,4,-0.17,0.43,0.61,0.91
operate,26,-0.14,0.56,0.60,0.88
operated-flight,36,-0.10,0.57,0.51,0.95
operating-income,13,-0.20,0.50,0.59,0.88
operating-result,13,-0.20,0.50,0.60,0.90
operating-revenue,13,-0.20,0.50,0.59,0.92
operational,21,-0.18,0.50,0.52,0.93
operational-agility,19,-0.17,0.51,0.56,0.90
operational-aircraft,0,-0.11,0.56,0.61,0.89
operational-efficiency,19,-0.17,0.51,0.64,0.87
operational-flight,11,-0.18,0.46,0.51,0.93
operational-result,25,-0.18,0.39,0.55,0.86
operational-safety,35,-0.17,0.47,0.52,0.96
operations,35,-0.17,0.47,0.50,0.99
opportunity,14,-0.13,0.58,0.56,0.90
oppose,26,-0.14,0.56,0.55,0.87
opposition-figure,30,-0.13,0.56,0.60,0.93
oppressive,32,-0.17,0.52,0.58,0.87
opt,26,-0.14,0.56,0.53,0.89
optic,4,-0.17,0.43,0.53,0.99
optical,4,-0.17,0.43,0.64,0.95
optic-market,10,-0.19,0.51,0.57,0.94
optics,4,-0.17,0.43,0.53,0.96
optimal,21,-0.18,0.50,0.63,0.88
optimal-operation,4,-0.17,0.43,0.62,0.85
optimisation,19,-0.17,0.51,0.61,0.96
optimise,26,-0.14,0.56,0.54,0.99
optimising,19,-0.17,0.51,0.56,0.91
optimism,6,-0.14,0.54,0.54,0.92
optimistic,32,-0.17,0.52,0.58,0.91
optimization,19,-0.17,0.51,0.63,0.92
optimize,19,-0.17,0.51,0.56,0.99
optimized,21,-0.18,0.50,0.64,0.89
optimized-control,4,-0.17,0.43,0.57,0.99
optimum,4,-0.17,0.43,0.56,0.91
optional,21,-0.18,0.50,0.55,0.86
orange,38,-0.14,0.48,0.57,0.90
orbit,0,-0.11,0.56,0.59,1.00
order,2,-0.20,0.46,0.53,0.96
order-backlog,13,-0.20,0.50,0.61,0.90
order-intake,13,-0.20,0.50,0.63,0.96
order-rate,25,-0.18,0.39,0.54,0.89
ordinance,2,-0.20,0.46,0.61,0.91
ordnance,0,-0.11,0.56,0.64,0.80
organic-growth,6,-0.14,0.54,0.55,0.94
organisational,19,-0.17,0.51,0.54,0.92
organiser,31,-0.17,0.48,0.63,0.88
organism,12,-0.15,0.52,0.52,0.97
organization,19,-0.17,0.51,0.54,0.91
organizational,19,-0.17,0.51,0.59,0.88
organize,26,-0.14,0.56,0.62,0.80
organizer,31,-0.17,0.48,0.56,0.96
oriented,21,-0.18,0.50,0.50,0.96
original-flight,17,-0.17,0.48,0.51,0.96
orlando,38,-0.14,0.48,0.64,0.90
osu,38,-0.14,0.48,0.54,0.92
otp,18,-0.20,0.45,0.51,0.92
outbound-flight,17,-0.17,0.48,0.60,0.94
outbound-tourism,6,-0.14,0.54,0.64,0.90
outbound-travel,17,-0.17,0.48,0.61,0.94
outbreak,20,-0.14,0.55,0.80,0.83
outlook,6,-0.14,0.54,0.55,0.92
outlook-period,10,-0.19,0.51,0.55,0.91
outpost,38,-0.14,0.48,0.66,0.90
output,37,-0.11,0.58,0.55,0.98
outsized,28,-0.19,0.48,0.50,0.93
outsource,26,-0.14,0.56,0.62,0.81
outsourcing,35,-0.17,0.47,0.52,0.98
outstrip,28,-0.19,0.48,0.57,0.86
outturn,25,-0.18,0.39,0.56,0.98
overall,6,-0.14,0.54,0.56,0.98
overcome,26,-0.14,0.56,0.59,0.86
overcrowded,32,-0.17,0.52,0.52,0.98
overcrowding,20,-0.14,0.55,0.50,0.90
overlook,26,-0.14,0.56,0.60,0.85
overnight-flight,11,-0.18,0.46,0.51,0.96
overnight-stay,17,-0.17,0.48,0.58,0.97
overrun,32,-0.17,0.52,0.51,0.99
oversee,26,-0.14,0.56,0.51,0.90
overshoot,28,-0.19,0.48,0.52,0.90
overturn,26,-0.14,0.56,0.55,0.90
overwhelm,26,-0.14,0.56,0.63,0.84
overwhelming,32,-0.17,0.52,0.65,0.87
over-year,13,-0.20,0.50,0.54,0.96
owner,9,-0.15,0.55,0.53,0.94
oxygen,12,-0.15,0.52,0.56,0.97
p-8i,0,-0.11,0.56,0.60,0.89
pa,38,-0.14,0.48,0.51,0.97
